ID,Name,Goal,USD Pledged,State,Country,Backers
1330727341,ARTFABLES: Preserving children's creativity,10000.0,7302.47217682,failed,IE,19
1335336006,Astro-INKLINGS - ZODIAC coloring book by Tanya Bond,2400.0,680.36931273,successful,IE,137
1348524112,Ember&Earth | Classic Fishermen's Rain jackets reimagined,10000.0,56526.67590024,successful,IE,356
1352520722,Cork Cooperative Agency/,35000.0,0.0,failed,IE,1
138318149,Student Survival Cookbook,1000.0,0.0,failed,IE,0
1386701349,Three Armed Decoy Tour,1100000.0,0.0,failed,IE,0
138977880,SODAPTER - Reuse your PET bottles with your soda machine !,50000.0,631.87957602,failed,IE,7
1405868099,Black Onyx Cube Luxury Bracelets Unique Design,900.0,179.7204348,failed,IE,6
140724399,Bulb,5400.0,10340.799552,successful,IE,100
1407730888,Healthy Eating School in France,100000.0,0.0,failed,IE,0
1409507710,"2.45km, 1904km, 16'682 km, 0km.",1500.0,0.0,failed,IE,0
1412262088,OKANI IN CROCODILE QUEENDOM,2500.0,464.3985514,failed,IE,8
1413991043,Ad-free Indie Mobile Quiz Games,50.0,0.0,live,IE,2
1416007077,Dive sites of the wild Atlantic way on Ireland's west coast,10000.0,141.7697229,failed,IE,4
1416470369,Ciarán Badges,210.0,261.2616195,successful,IE,19
1416608300,"Secura Clips for your Camera ? No pressure, hang tight",4000.0,549.08026222,failed,IE,51
1430497388,HoxWi - Simple and reliable online customer services,50000.0,0.0,live,IE,0
1433896750,Junior Magazine,4500.0,5234.51713572,successful,IE,102
143877431,Crane's Mugs,500.0,34.74440444,failed,IE,3
1439613603,Zip-Lines Ireland.,3500.0,4654.12560547,successful,IE,79
1442819021,OH GOD NO! - The Card Game,5000.0,615.86522424,failed,IE,66
1444764967,CANNABIS BOTANIC GARDEN PROMOTING POSITIVE OF HEMP,40000.0,0.0,failed,IE,0
1447346626,The Meatball Xpress The Ultimate Meatball Maker,70000.0,1327.93349612,live,IE,25
1450209909,Symbol of Irishness Challenge Coin,1950.0,74.7746478,failed,IE,4
1453808037,IN PLACE,1500.0,151.2605043,successful,IE,64
1458076452,Ag fás aníos - Growing up,35000.0,3189.32927088,failed,IE,22
1460194181,LETTING GO a mother's healing journey Book & CD,5000.0,376.70660404,successful,IE,119
1460243498,Athenry Ogham Jewellery,7000.0,253.52826906,failed,IE,5
1473815438,ESC #5 & Postal ESC,900.0,1169.456773,successful,IE,30
1476055692,"Woody Buddy, Your new Bestfriend.",6000.0,13.65279348,failed,IE,1
147843393,Table Saw for nerdy little woodworker,180.0,239.27812927,successful,IE,5
1481925329,Irish Fresh Air Bottled..!,5000.0,155.28420852,failed,IE,8
1483713664,Sophia - The Smart Skipping Rope,28500.0,36890.21158095,successful,IE,814
1484954094,Let's Trail app,50000.0,485.1239296,failed,IE,10
148808753,Decadolo. Flip it!,9000.0,15004.3669552,successful,IE,251
149198492,B.I. (Bromatological Intelligence),200.0,0.0,failed,IE,0
149238247,Exquisite Beast,8000.0,2807.48963272,successful,IE,341
1492773571,Make Acoustic Blues Folk Album,800.0,14.41113869,failed,IE,2
149668233,"Vigilantes, a crime themed, turn based tactical RPG",5000.0,224.933926,successful,IE,418
1496723848,Happiness Machines,500.0,639.28562935,successful,IE,16
1497073733,Blogger to cafe/bar owner,100000.0,0.0,failed,IE,0
1497451951,AZAKI - Educational Board Game for Playful Families,40000.0,4596.2380863,failed,IE,73
1503471093,My Name is TED - Luxury Lifestyle Leather Bags & Accessories,15000.0,8329.08049824,failed,IE,34
1503657196,What would you say to her?,5800.0,260.37879945,failed,IE,10
1506188327,Outitude: a documentary about the Irish lesbian community,7000.0,8615.24679785,successful,IE,126
1506522969,Rosalind Beere Millinery - Making Millinery Accessible,30000.0,457.1975982,failed,IE,3
1513438644,Music Tycoon,30000.0,49.7878416,failed,IE,3
1523703451,GUTS Magazine,3000.0,6446.94220515,successful,IE,183
1526566202,Bespoke Irish Men's Jewelry by Patrick John Design,3000.0,812.60123765,failed,IE,21
1537907621,Atlantic Light: The West Coast of Ireland in Photographs,12500.0,43677.6872816,successful,IE,714
153860087,Support for people with chronic dizziness & Labyrinthitis,3000.0,462.65833125,failed,IE,8
1542061857,Ireland's Sacred Water.,1000.0,1169.9742609,successful,IE,24
1542662405,"""Waking Up"": Your friends guide to life",4000.0,1.27664192,failed,IE,1
1545183176,Outties: The Inside Out Jeans inspired by Back to the Future,9000.0,4223.49364423,failed,IE,40
1552882145,GPT Utrecht,280.0,80.50991111,failed,IE,3
1553265765,Gaelic Fields,10230.0,1086.95652,successful,IE,277
1558871685,Carrie's Corner Greeting Cards,250.0,0.0,successful,IE,22
1568009279,DESTINY - The first A.I. and 3D Interactive Division Network,250000.0,10419.9021304,failed,IE,52
1573457679,"Geeks Guide to Tokyo! - For Gamers, Tech & Anime Lovers!",5000.0,377.63172471,failed,IE,26
1574752331,"International Recipes- Appetizers , Main Course , Desserts",10000.0,67.8203664,failed,IE,8
1576045322,CHOWTOWN - Ireland's first food fun-house and diner.,15000.0,2.18483962,failed,IE,2
1582154857,Cacao Europa: a new international review of art and culture.,15000.0,18404.1500119,successful,IE,320
1585859743,Leglite,5000.0,0.0,failed,IE,6
1586797176,Survey and Restoration of WW1 Jimmy's Cob House,2000.0,73.991378,failed,IE,2
1589261752,Cake shop and cafe,30000.0,168.66269045,failed,IE,5
1592599478,Landscapes and houses of modern America,2500.0,5.4380277,failed,IE,1
1595278829,We Grow Jewellery,20000.0,22534.28216832,successful,IE,124
1595829240,Smash it! card game for mature people,6000.0,35.13540155,failed,IE,3
1604002256,Alphabet Monster Stickers :),400.0,0.0,live,IE,1
1604042664,Z-Charge - Phone and tablet bedside storage with charging,40000.0,56721.2005056,successful,IE,720
1604220761,Paigo - Smart Home Center,100000.0,2669.01421622,failed,IE,3
1609525275,Wextivities- All the non work activities in Co. Wexford,100000.0,0.0,failed,IE,0
1614982412,Express Checkout Bags,15000.0,17205.85007506,successful,IE,169
1616550016,American Political Refugees in Cuba - The Freedom Seekers,3590.0,66.0505212,failed,IE,2
1617931338,sit2nap travel pillow,20000.0,189.84497883,failed,IE,54
161860173,"The Guth Gafa VRroom, a pop-up Virtual Reality cinema",4000.0,188.9308736,successful,IE,52
1619737980,Original Bonsai Landscapes,10000.0,0.0,failed,IE,2
1620069635,"8-Bit Magazine (Amstrad, Atari, Apple, Commodore, Sinclair)",600.0,2715.6045934545,successful,IE,309
1620634303,The Socks Invasion Campaign!!!... (A.K.A. Album no.2),9500.0,11678.911146,successful,IE,226
1620671315,"Velart, Fashion accessories you can change time & time again",1200.0,1.1480305,failed,IE,1
1621234133,AhHereNow,15000.0,17269.2298285704,successful,IE,254
1624287242,Bosca Pasta,16500.0,429.98707648,failed,IE,11
1627365035,Gaelic Memories,10000.0,75.8251949,failed,IE,3
1627896901,Crazy Cats Café will be the only cat café in Dublin!,35000.0,2783.59944434,failed,IE,62
162890578,El Presidente,16000.0,8107.8072252,failed,IE,150
1631626785,Creation of a World Class Indoor Surfing Wave Pool,600000.0,2.27138768,failed,IE,4
1635522740,The Black - Short Film,300.0,64.7483178,failed,IE,1
1640378190,QUALIA DUBLIN Art and Culture Magazine,1500.0,0.0,failed,IE,0
1642279846,The Rising,73000.0,36113.27064485,failed,IE,189
1645917165,"""Absence of the Second"", a Film by a Twelve-Year-Old",1500.0,233.1065518,failed,IE,7
1645979318,Vinnie Colaiuta - I'm Tweaked (Attack of the 20lb Pizza),150.0,2.25644498,failed,IE,2
1649227539,Teaching Irish music at Ethno Norway & archiving folk tunes,275.0,94.8501927,failed,IE,4
1649672812,WATERFORD WALLS Street Art Project,15000.0,1128.70049025,failed,IE,33
1651622372,Edwina Guckian's Sean Nós Dancing Performance & Tutorial DVD,2000.0,2642.48156445,successful,IE,55
1660386373,Creation of the Dublin Circus Centre,4000.0,5655.59129151,successful,IE,97
1666322190,ISIS: A gay love story,1500.0,208.6785734,failed,IE,14
1666871686,Garden of Bees,6000.0,4639.7640456,failed,IE,101
1672948700,Bringing Ireland's literary heritage to life,15000.0,22.3816542,failed,IE,1
1673812183,MAGINOT,80000.0,57.93142472,failed,IE,2
167674794,ExerWise - Encouraging Children To Be Active,10000.0,12328.11974646,successful,IE,158
1680178345,Shop on Wheels or Mobile shop,25000.0,0.0,failed,IE,0
169095697,Seo Linn - Invest in Identity,50000.0,57451.764309,successful,IE,350
1692638017,Lands of Fjords,5000.0,3.31337943,failed,IE,2
1701864383,dumplings factory,70000.0,1.1159282,failed,IE,1
1711249159,Disposed- Short Film,1500.0,383.55799898,failed,IE,11
1719185952,Fund An Amazing Michael Jackson Concert/Show,6500.0,24.1257962,failed,IE,1
1720100931,A Letter from Ireland: Volume 2,7000.0,3819.834091,failed,IE,100
1723105962,"Solofy: Charge Quickly via Solar Power, Without Compromise",3200.0,1593.81510816,failed,IE,17
1725886633,FARMER,100000.0,9360.978780292,failed,IE,84
1725901341,"Thermo Tent: The new standard of Comfort, Outdoors...",40000.0,54911.74778155,successful,IE,175
1729733207,SnapBia: Sharing is Caring!,6500.0,0.0,failed,IE,0
1732398209,Irish car community,1500.0,0.0,live,IE,0
1737538819,European Tour and Original Album,18000.0,1172.4723846,failed,IE,53
1739400405,Personalised Android Space Game,50.0,0.0,failed,IE,0
1747152953,A Journey In Colour,6700.0,123.1081907,failed,IE,3
1749377537,Man of La Mancha for Hughie,4425.0,26.4732355,live,IE,20
1751120314,"Potential, from the bottom to....",14400.0,1.14013255,failed,IE,1
17525134,Pigtrot,10000.0,1.13187729,failed,IE,1
1752594198,Be Like Jill - A What Not To Do Novel.,5000.0,22.70834916,failed,IE,2
1781659327,The Power of Equality,20000.0,0.0,failed,IE,0
178306728,A T L A S  DEBUT ALBUM 2016,7500.0,8682.5077573746,successful,IE,181
1785416364,LoogleMaps - Find the nearest Loo!,30000.0,150.6444237,failed,IE,18
17915716,Echo-S voice project,5000.0,0.0,failed,IE,2
1792888089,Exam Flash,500.0,0.0,failed,IE,0
1797223899,The Home Book,10000.0,0.0,failed,IE,0
1799193260,Problems with your charging connection - GRIP 'N' CHARGE,16000.0,123.2147862,failed,IE,22
1828866304,"Nice Notes - Your Notebook, in the Cloud!",1000.0,1130.71264,successful,IE,11
182929800,Zenji Heals His Muzzy Bug,10000.0,11461.2436016,successful,IE,207
1829805546,Home To Kerry,5000.0,5763.07128858,successful,IE,37
1835263373,Recruitment Website Start Up,5000.0,0.0,failed,IE,0
1839496831,Gaming Legends: Video Game Prints,2000.0,64.2099234,failed,IE,2
1842253857,LIFE-GIVE SOMETHING BACK,200000.0,0.0,failed,IE,0
184281086,THE ATTIC Gothic Fiction/Poetry Anthology,100.0,141.2412495,successful,IE,4
1845273075,Sine wave audio,40000.0,0.0,failed,IE,0
1848420634,JAR OF IRELAND -  Own a piece of Ireland,3000.0,912.22242,failed,IE,21
1856330785,"Dharamshala, home of the Dalai Lama website",10000.0,108.757242,failed,IE,1
1860739071,Advanced VR Learning,100000.0,140.21568147,failed,IE,5
1862051578,"Save The Old Carrick Mill Distillery, IRELAND",40000.0,10197.3895772,failed,IE,29
1864995245,Get Lost Tv,2500.0,1.20586678,failed,IE,1
1865935549,No More Heros,900.0,220.666036,failed,IE,12
1875939705,Socks Album 3,15000.0,6953.32514938,successful,IE,271
187714611,Homemade chocolate,1000.0,0.0,failed,IE,0
1892214709,Twin Peaks Enamel Pin Set,480.0,0.0,successful,IE,62
1896798151,Zeeko - Internet Safety Guide,5000.0,6955.4395512,successful,IE,100
1896945917,The Irish People's Preservation Project,10000.0,6.7677162,failed,IE,2
1912665069,THE BLOOPER REELS PROJECT,350.0,0.0,failed,IE,0
1915027373,Irish-Polish Unity Flag - Official Guinness World Record !!!,2500.0,7.5094995,failed,IE,2
1916849865,L2S 3D Printer,65000.0,89.25250992,live,IE,7
1920038313,Painted Clans - Hand painted contemporary Irish crests,1000.0,1608.7467759152,successful,IE,30
1921295415,Top Shelf Clothing,3000.0,32.1450752,failed,IE,1
193153089,Greek Lády Organic Olive Oil,5000.0,384.066718,failed,IE,19
1937101508,Lost in Sandra,11000.0,1385.7391904,failed,IE,12
1937397095,Sports Widow Mobile App,30000.0,71.42104053,failed,IE,6
1939214107,DogDiggs - The Dog friendly Cafe,5000.0,17.17361265,failed,IE,1
1941864206,Totally Biased Geeks,800.0,0.0,failed,IE,0
1943058369,The Divide A Great New Controversial Play.,4500.0,0.0,failed,IE,0
195542817,Scoot Board Street Master,15000.0,74.3473236,failed,IE,2
1961408855,"Good Game, Well Played-The Story of Irish eSports.",3500.0,943.6356440208,failed,IE,15
1967800918,"Kidsflush, the fun and easy toilet flush button for children",9800.0,6043.41337884,failed,IE,34
197323706,STRUNG DEBUT ALBUM,5000.0,2154.84943128,successful,IE,105
1978200362,DrumTipsForum Transcriptions - Chad Smith,150.0,28.4941525,failed,IE,1
1981465129,History of Sorts,2500.0,0.0,failed,IE,0
1983105789,Taste the Difference! Make the Change -Thai Hom Mali Rice,10000.0,289.782129,failed,IE,18
1995494748,Ellie - Independent Irish Feature Film,800.0,67.3898346,failed,IE,2
1998460256,MINI EMU: All-in-One Retro Game Console (Raspberry Pi),4900.0,84312.13078004,successful,IE,498
2006661194,"Artist, am I?",550.0,778.659333,successful,IE,32
2011659405,'A Vision for Galway 2030' - Free Community Copies,400.0,428.930044,successful,IE,12
2026549657,Movable Type: The Card Game,1000.0,841.22094942,successful,IE,118
2030691327,Justice 4 All,25000.0,5.6894213,failed,IE,1
203324222,InvizBox Go - Privacy Made Easy,100000.0,114986.5761176,successful,IE,542
2034844833,The 1940s Feminist Sewing Patterns,2500.0,245.8375238,successful,IE,66
20361743,Eye Magazines,5000.0,1.12140561,failed,IE,1
2037849422,"'Witch's Hill', Art and Heritage, hand in hand.",3500.0,4450.33778823,successful,IE,44
2038944068,Slaves Sunrise: Language Action Game,19000.0,34.8147744,failed,IE,15
2042971823,Foyle,1200.0,34.40778102,failed,IE,2
2044428726,The New Photographer Project,400.0,0.0,failed,IE,0
2044823766,Why Do I Love You?,9000.0,1934.69839128,successful,IE,217
2046014156,Pozyx: accurate indoor positioning for Arduino,27000.0,61569.9816408,successful,IE,164
2050682952,EggMap: an urban travel gadget for your stress-free journeys,30000.0,2632.41670582,failed,IE,152
2057561918,Tony Campolo: Divine Dissatisfaction  A Legacy Film,15000.0,1415.4917742,successful,IE,65
2058953678,WeTheWolves: The networking wallet!,2000.0,2290.56008225,successful,IE,49
2062095035,JOURNEYMAN The New Album by Girish Paul,9500.0,0.0,failed,IE,0
2063612481,Breathing in China,1100.0,0.0,failed,IE,0
206708264,Bali or Bust: The YouTube Vlog Adventure,500.0,0.0,failed,IE,0
2070881804,Puro Colorinche,3500.0,137.59381416,failed,IE,4
207197853,Plight of Chilloopa,100.0,0.0,failed,IE,0
207473550,The Loafing Heroes - NEW ALBUM 2015,4000.0,5892.558256,successful,IE,60
2080052238,ReX (Short Film),3000.0,0.0,failed,IE,0
2081671519,Making Mustang Custom Guitars a Reality,1500.0,23.51257755,failed,IE,3
208237867,FindClone mobile app,25000.0,49.1607171,failed,IE,8
2086577853,Hannibillica Movie,2600.0,3080.0344592,successful,IE,17
2090761631,Female Rural Irish Entrepreneur Reality Business Series,4000.0,0.0,failed,IE,0
2091135313,truth on gypsies / irish travellers / bareknuckle boxers etc,5000.0,0.0,failed,IE,0
209717995,Tasukete - Your personal call for help...,100000.0,268.9690416,failed,IE,3
2102435100,Resumes on a completely different way!,4000.0,46.05706587,failed,IE,10
2104069877,INKLINGS - Coloring Book for Adults and Kids by Tanya Bond,2600.0,3694.05195396,successful,IE,88
2112016761,Zen is the Sanest Thing in an Insane World,20000.0,22.3512386,failed,IE,1
2118634057,Journey to YU (in the footsteps of Rebecca West),5000.0,6884.9944436,successful,IE,52
211905145,Taxi2Share,10000000.0,0.0,failed,IE,0
2119910121,Wickids -The Funky Crayon Candles,12000.0,4065.98237952,failed,IE,120
2123584944,FishPics - hand drawn pictures of fish,100.0,213.02186295,successful,IE,5
2127760893,DoubleCross,2000.0,1.09241981,failed,IE,1
2128692839,Feeling Abroad,2000.0,367.1035401,failed,IE,4
2132916416,Tabs,2500.0,77.16679308,failed,IE,3
2135342575,Affordable Humanoid A.I. Robot,70000.0,1.11107161,failed,IE,1
2144129315,VOYSYT - Audio Messaging - Giving you back your voice!,15000.0,1233.09122448,failed,IE,6
2144759066,Gilly & Rob Greeting Cards,2500.0,4143.945700196,successful,IE,190
218070259,AllureLink - make your Content Stand Out,5000.0,124.76199645,failed,IE,3
218335468,Dargle Metalwork,200.0,0.0,failed,IE,0
227137026,"Landwork 18  ""The Intervention""",900.0,166.04688256,failed,IE,2
228088750,Duality Deck - artist oracle cards and book,4000.0,5442.3230886,successful,IE,80
234532304,"hand made, unique woolen rugs for your home.",2000.0,5.60600965,failed,IE,1
236507659,Silent Summer 642,10000.0,3.2925171,failed,IE,1
238074522,Internreview.com,20000.0,0.0,failed,IE,0
242706364,Caecus & Mim,35000.0,521.01759858,failed,IE,15
243545000,Rye River Brewing Company,100000.0,2312.55042228,failed,IE,25
246503063,HAPPY INSIDES!  Bespoke chocolate eggs with a personal gift.,15000.0,207.03173238,failed,IE,5
247117947,Will become a great artist in about 6 months,15.0,0.0,failed,IE,0
247524366,The Mitchell: The First Drum That Everybody Can Play,15000.0,3060.10785208,failed,IE,28
250990764,Evan's New Album,15000.0,0.0,failed,IE,0
257658293,Vegan and motivational T-Shirts/Movement,5000.0,0.0,failed,IE,0
259028112,Children's Books in Irish/English (Dual Language),3000.0,82.5511155,failed,IE,3
259210050,"""The Divide"" A Great New Play To Tour the USA",200000.0,1.08620562,failed,IE,1
262104771,Eco friendly wedding and engagement rings,25000.0,0.0,failed,IE,4
264876785,Continuing ASMRebecca,275.0,299.55067428,successful,IE,11
267556950,"Stem Watches: Buy A Watch, Plant A Tree | Irish Brand | 69",5450.0,2336.71265274,live,IE,69
26899996,FERDO.com,1250000.0,1.12955295,failed,IE,1
271808090,Underbelly Book Trailer,500.0,809.9479652,successful,IE,17
27741474,King Cupling,39000.0,0.0,failed,IE,0
277902718,Twin Space,200000.0,22619.81859852,failed,IE,170
283330512,ISIS Flag Toilet Paper,2500.0,75.96824772,failed,IE,4
291926535,"SUAS | A portable, minimal stand for MacBook, iPad & more",20000.0,7504.26535968,failed,IE,149
300315389,Electronic EP with Real World Sounds and Instruments,2000.0,6.25791625,failed,IE,1
302655816,The Snowman Factory,1000.0,1795.07754965,successful,IE,24
310865232,"Crow Black Chicken 4th album ""Pariah Brothers""",8000.0,9619.606825,successful,IE,203
313761886,"Children's book app: ""The story of Setanta""",500.0,281.9314472,failed,IE,15
3144404,1916 Dead Rising (Teaser Trailer),5000.0,45.95243141,failed,IE,3
315128520,"Celticana, A New Album by The Sweet Sorrows",7000.0,1796.5086753,successful,IE,122
315593760,The Online Busker - Legal Music Downloads,1250.0,1.25247677,failed,IE,1
318561617,BABY LOVES CUDDLES,500.0,0.0,failed,IE,0
327388791,"Get the Best, Your work experience starts in College...",30000.0,1.20008113,failed,IE,1
327679948,Michael's House from GTA5 real life build.,1670000.0,39.43684206,failed,IE,10
329323886,Little Terrors Vol.1,10000.0,1578.5500185,failed,IE,12
329957574,"Dharamshala, where the Dalai Lama lives, photo website.",1000.0,0.0,failed,IE,0
334585282,The Redeemer Chronicles: REDEEMER,8000.0,15289.13443323,successful,IE,428
339261350,Sheila the Bathtub,7000.0,0.0,failed,IE,0
340996551,Ripcord - The plug 'n play anywhere USB power cable,25000.0,32474.179358288,successful,IE,688
343879105,"Everything Is Better ""With Ice Cream"".",42000.0,39.0930414,failed,IE,73
346701146,Sterling Silver Ogham Jewellery,2600.0,66.180534,failed,IE,1
348810700,James Joyce House 'The Dead' Dublin Porter Smoked Salmon,3000.0,605.02695012,failed,IE,6
356063900,Masters of Football,25000.0,27779.17675608,successful,IE,150
381445991,Dr Farrow's Memory Development System,5000.0,0.0,live,IE,4
39932955,At Swim: A Book About The Sea,6500.0,9448.0489818,successful,IE,151
406789840,Customisable RC Controller,2000.0,2699.02375014,successful,IE,29
408393021,Dungeons & Dicks,200.0,11.3713896,failed,IE,1
41907337,Dodgy Dealers - The Black Market Art Dealing Card Game,1000.0,4052.91179228,successful,IE,230
419673470,FADEee Smart Pen,75000.0,1241.33450574,failed,IE,14
419904796,Living with Lyme Disease,22000.0,761.8458608,failed,IE,12
425878354,MusicRoom,10000.0,32.1049617,failed,IE,3
435302832,Walsh's gourmet burger cart,7000.0,0.0,failed,IE,0
438374869,Julia`s Embroidery shop,15000.0,1507.7775223,failed,IE,3
439393169,tufted rugs,10000.0,9.13506888,failed,IE,1
450352022,Get Jason to Indiependence,100.0,13.44845208,failed,IE,2
451407896,Pure Vegan Ice Cream,7500.0,632.51586424,failed,IE,9
457274743,"Hello Bezlo Spirited Kidswear- coders, rockets, tutus, capes",15000.0,9882.84667332,failed,IE,73
461690386,First Recording Session For Our Band,500.0,0.0,failed,IE,1
469559279,"Market House Restoration, Castleblayney",100000.0,2841.80491392,failed,IE,10
470579103,Life On The Edge,16000.0,1492.35707337,failed,IE,15
471706273,Solofy Envy: A Solar Powered Backpack Without Compromise,9900.0,3786.71902,failed,IE,17
474345895,Peachy Dublin,4000.0,4686.350467,successful,IE,126
481990706,Black&White,1200.0,1560.5934378,successful,IE,42
48347156,Software connecting students and teachers through Maths,30000.0,23.067758,failed,IE,2
488137788,ShortReads.COM,550.0,0.0,failed,IE,0
